D,date,season,year,month,holiday,weekday,workingday,weathersit,temperature,atemp,humidity,windspeed,casual,registered,count
185,7/4/2011,3.00,0.00,7.00,1.00,1.00,0.00,2,0.72667,0.665417,0.637917,0.081479,3065.00,2978.00,6043.00
186,7/5/2011,3.00,0.00,7.00,0.00,2.00,1.00,1,0.74667,0.696338,0.590417,0.126258,1031.00,3634.00,4665.00
187,7/6/2011,3.00,0.00,7.00,0.00,3.00,1.00,1,0.72000,0.685633,0.743333,0.149883,784.00,3845.00,4629.00
188,7/7/2011,3.00,0.00,7.00,0.00,4.00,1.00,1,0.75000,0.686871,0.651250,0.159200,754.00,3838.00,4592.00
189,7/8/2011,3.00,0.00,7.00,0.00,5.00,1.00,2,0.70917,0.670483,0.757917,0.225129,692.00,3348.00,4040.00
190,7/9/2011,3.00,0.00,7.00,0.00,6.00,0.00,1,0.73333,0.664158,0.609167,0.167912,1988.00,3348.00,5336.00
191,7/10/2011,3.00,0.00,7.00,0.00,0.00,0.00,1,0.74750,0.690025,0.578333,0.183471,1743.00,3138.00,4881.00
192,7/11/2011,3.00,0.00,7.00,0.00,1.00,1.00,1,0.76250,0.729804,0.635833,0.282337,723.00,3363.00,4086.00
193,7/12/2011,3.00,0.00,7.00,0.00,2.00,1.00,1,0.79417,0.739275,0.559167,0.200254,662.00,3596.00,4258.00
194,7/13/2011,3.00,0.00,7.00,0.00,3.00,1.00,1,0.74667,0.689404,0.631667,0.146133,748.00,3594.00,4342.00
195,7/14/2011,3.00,0.00,7.00,0.00,4.00,1.00,1,0.68083,0.635104,0.476250,0.240667,888.00,4196.00,5084.00
196,7/15/2011,3.00,0.00,7.00,0.00,5.00,1.00,1,0.66333,0.624371,0.591250,0.182833,1318.00,4220.00,5538.00
197,7/16/2011,3.00,0.00,7.00,0.00,6.00,0.00,1,0.68667,0.638263,0.585000,0.208342,2418.00,3505.00,5923.00
198,7/17/2011,3.00,0.00,7.00,0.00,0.00,0.00,1,0.71917,0.669833,0.604167,0.245033,2006.00,3296.00,5302.00
199,7/18/2011,3.00,0.00,7.00,0.00,1.00,1.00,1,0.74667,0.703925,0.651250,0.215804,841.00,3617.00,4458.00
200,7/19/2011,3.00,0.00,7.00,0.00,2.00,1.00,1,0.77667,0.747479,0.650417,0.130600,752.00,3789.00,4541.00
201,7/20/2011,3.00,0.00,7.00,0.00,3.00,1.00,1,0.76833,0.74685,0.707083,0.113817,644.00,3688.00,4332.00
202,7/21/2011,3.00,0.00,7.00,0.00,4.00,1.00,2,0.81500,0.826371,0.691250,0.222021,632.00,3152.00,3784.00
203,7/22/2011,3.00,0.00,7.00,0.00,5.00,1.00,1,0.84833,0.840896,0.580417,0.133100,562.00,2825.00,3387.00
204,7/23/2011,3.00,0.00,7.00,0.00,6.00,0.00,1,0.84917,0.804287,0.500000,0.131221,987.00,2298.00,3285.00
205,7/24/2011,3.00,0.00,7.00,0.00,0.00,0.00,1,0.83000,0.794829,0.550833,0.169171,1050.00,2556.00,3606.00
206,7/25/2011,3.00,0.00,7.00,0.00,1.00,1.00,1,0.74333,0.720958,0.757083,0.090808,568.00,3272.00,3840.00
207,7/26/2011,3.00,0.00,7.00,0.00,2.00,1.00,1,0.77167,0.696979,0.540833,0.200258,750.00,3840.00,4590.00
208,7/27/2011,3.00,0.00,7.00,0.00,3.00,1.00,1,0.77500,0.690667,0.402917,0.183463,755.00,3901.00,4656.00
209,7/28/2011,3.00,0.00,7.00,0.00,4.00,1.00,1,0.77917,0.7399,0.583333,0.178479,606.00,3784.00,4390.00
210,7/29/2011,3.00,0.00,7.00,0.00,5.00,1.00,1,0.83833,0.785967,0.542500,0.174138,670.00,3176.00,3846.00
211,7/30/2011,3.00,0.00,7.00,0.00,6.00,0.00,1,0.80417,0.728537,0.465833,0.168537,1559.00,2916.00,4475.00
212,7/31/2011,3.00,0.00,7.00,0.00,0.00,0.00,1,0.80583,0.729796,0.480833,0.164813,1524.00,2778.00,4302.00
213,8/1/2011,3.00,0.00,8.00,0.00,1.00,1.00,1,0.77167,0.703292,0.550833,0.156717,729.00,3537.00,4266.00
214,8/2/2011,3.00,0.00,8.00,0.00,2.00,1.00,1,0.78333,0.707071,0.491250,0.205850,801.00,4044.00,4845.00
215,8/3/2011,3.00,0.00,8.00,0.00,3.00,1.00,2,0.73167,0.679937,0.657500,0.135583,467.00,3107.00,3574.00
216,8/4/2011,3.00,0.00,8.00,0.00,4.00,1.00,2,0.71000,0.664788,0.757500,0.197150,799.00,3777.00,4576.00
217,8/5/2011,3.00,0.00,8.00,0.00,5.00,1.00,1,0.71083,0.656567,0.630833,0.184696,1023.00,3843.00,4866.00
218,8/6/2011,3.00,0.00,8.00,0.00,6.00,0.00,2,0.71667,0.676154,0.755000,0.228250,1521.00,2773.00,4294.00
219,8/7/2011,3.00,0.00,8.00,0.00,0.00,0.00,1,0.74250,0.715292,0.752917,0.201487,1298.00,2487.00,3785.00
220,8/8/2011,3.00,0.00,8.00,0.00,1.00,1.00,1,0.76500,0.703283,0.592083,0.192175,846.00,3480.00,4326.00
221,8/9/2011,3.00,0.00,8.00,0.00,2.00,1.00,1,0.77500,0.724121,0.570417,0.151121,907.00,3695.00,4602.00
222,8/10/2011,3.00,0.00,8.00,0.00,3.00,1.00,1,0.76667,0.684983,0.424167,0.200258,884.00,3896.00,4780.00
223,8/11/2011,3.00,0.00,8.00,0.00,4.00,1.00,1,0.71750,0.651521,0.423750,0.164796,812.00,3980.00,4792.00
224,8/12/2011,3.00,0.00,8.00,0.00,5.00,1.00,1,0.70833,0.654042,0.415000,0.125621,1051.00,3854.00,4905.00
225,8/13/2011,3.00,0.00,8.00,0.00,6.00,0.00,2,0.68583,0.645858,0.729583,0.211454,1504.00,2646.00,4150.00
226,8/14/2011,3.00,0.00,8.00,0.00,0.00,0.00,2,0.67667,0.624388,0.817500,0.222633,1338.00,2482.00,3820.00
227,8/15/2011,3.00,0.00,8.00,0.00,1.00,1.00,1,0.66583,0.616167,0.712083,0.208954,775.00,3563.00,4338.00
228,8/16/2011,3.00,0.00,8.00,0.00,2.00,1.00,1,0.70083,0.645837,0.578333,0.236329,721.00,4004.00,4725.00
229,8/17/2011,3.00,0.00,8.00,0.00,3.00,1.00,1,0.72333,0.666671,0.575417,0.143667,668.00,4026.00,4694.00
230,8/18/2011,3.00,0.00,8.00,0.00,4.00,1.00,1,0.71167,0.662258,0.654583,0.233208,639.00,3166.00,3805.00
231,8/19/2011,3.00,0.00,8.00,0.00,5.00,1.00,2,0.68500,0.633221,0.722917,0.139308,797.00,3356.00,4153.00
232,8/20/2011,3.00,0.00,8.00,0.00,6.00,0.00,1,0.69750,0.648996,0.674167,0.104467,1914.00,3277.00,5191.00
233,8/21/2011,3.00,0.00,8.00,0.00,0.00,0.00,1,0.71083,0.675525,0.770000,0.248754,1249.00,2624.00,3873.00
234,8/22/2011,3.00,0.00,8.00,0.00,1.00,1.00,1,0.69167,0.638254,0.470000,0.276750,833.00,3925.00,4758.00
235,8/23/2011,3.00,0.00,8.00,0.00,2.00,1.00,1,0.64083,0.606067,0.455417,0.146763,1281.00,4614.00,5895.00
236,8/24/2011,3.00,0.00,8.00,0.00,3.00,1.00,1,0.67333,0.630692,0.605000,0.253108,949.00,4181.00,5130.00
237,8/25/2011,3.00,0.00,8.00,0.00,4.00,1.00,2,0.68417,0.645854,0.771667,0.210833,435.00,3107.00,3542.00
238,8/26/2011,3.00,0.00,8.00,0.00,5.00,1.00,1,0.70000,0.659733,0.761250,0.083963,768.00,3893.00,4661.00
239,8/27/2011,3.00,0.00,8.00,0.00,6.00,0.00,2,0.68000,0.635556,0.850000,0.375617,226.00,889.00,1115.00
240,8/28/2011,3.00,0.00,8.00,0.00,0.00,0.00,1,0.70706,0.647959,0.561765,0.304659,1415.00,2919.00,4334.00
241,8/29/2011,3.00,0.00,8.00,0.00,1.00,1.00,1,0.63667,0.607958,0.554583,0.159825,729.00,3905.00,4634.00
242,8/30/2011,3.00,0.00,8.00,0.00,2.00,1.00,1,0.63917,0.594704,0.548333,0.125008,775.00,4429.00,5204.00
243,8/31/2011,3.00,0.00,8.00,0.00,3.00,1.00,1,0.65667,0.611121,0.597917,0.083333,688.00,4370.00,5058.00
244,9/1/2011,3.00,0.00,9.00,0.00,4.00,1.00,1,0.65500,0.614921,0.639167,0.141796,783.00,4332.00,5115.00
245,9/2/2011,3.00,0.00,9.00,0.00,5.00,1.00,2,0.64333,0.604808,0.727083,0.139929,875.00,3852.00,4727.00
246,9/3/2011,3.00,0.00,9.00,0.00,6.00,0.00,1,0.66917,0.633213,0.716667,0.185325,1935.00,2549.00,4484.00
247,9/4/2011,3.00,0.00,9.00,0.00,0.00,0.00,1,0.70917,0.665429,0.742083,0.206467,2521.00,2419.00,4940.00
248,9/5/2011,3.00,0.00,9.00,1.00,1.00,0.00,2,0.67333,0.625646,0.790417,0.212696,1236.00,2115.00,3351.00
249,9/6/2011,3.00,0.00,9.00,0.00,2.00,1.00,3,0.54000,0.5152,0.886957,0.343943,204.00,2506.00,2710.00
250,9/7/2011,3.00,0.00,9.00,0.00,3.00,1.00,3,0.59917,0.544229,0.917083,0.097021,118.00,1878.00,1996.00
251,9/8/2011,3.00,0.00,9.00,0.00,4.00,1.00,3,0.63391,0.555361,0.939565,0.192748,153.00,1689.00,1842.00
252,9/9/2011,3.00,0.00,9.00,0.00,5.00,1.00,2,0.65000,0.578946,0.897917,0.124379,417.00,3127.00,3544.00
253,9/10/2011,3.00,0.00,9.00,0.00,6.00,0.00,1,0.66000,0.607962,0.753750,0.153608,1750.00,3595.00,5345.00
254,9/11/2011,3.00,0.00,9.00,0.00,0.00,0.00,1,0.65333,0.609229,0.713750,0.115054,1633.00,3413.00,5046.00
255,9/12/2011,3.00,0.00,9.00,0.00,1.00,1.00,1,0.64435,0.60213,0.692174,0.088913,690.00,4023.00,4713.00
256,9/13/2011,3.00,0.00,9.00,0.00,2.00,1.00,1,0.65083,0.603554,0.712500,0.141804,701.00,4062.00,4763.00
257,9/14/2011,3.00,0.00,9.00,0.00,3.00,1.00,1,0.67333,0.6269,0.697083,0.167300,647.00,4138.00,4785.00
258,9/15/2011,3.00,0.00,9.00,0.00,4.00,1.00,2,0.57750,0.553671,0.709167,0.271146,428.00,3231.00,3659.00
259,9/16/2011,3.00,0.00,9.00,0.00,5.00,1.00,2,0.46917,0.461475,0.590417,0.164183,742.00,4018.00,4760.00
260,9/17/2011,3.00,0.00,9.00,0.00,6.00,0.00,2,0.49167,0.478512,0.718333,0.189675,1434.00,3077.00,4511.00
261,9/18/2011,3.00,0.00,9.00,0.00,0.00,0.00,1,0.50750,0.490537,0.695000,0.178483,1353.00,2921.00,4274.00
262,9/19/2011,3.00,0.00,9.00,0.00,1.00,1.00,2,0.54917,0.529675,0.690000,0.151742,691.00,3848.00,4539.00
263,9/20/2011,3.00,0.00,9.00,0.00,2.00,1.00,2,0.56167,0.532217,0.881250,0.134954,438.00,3203.00,3641.00
264,9/21/2011,3.00,0.00,9.00,0.00,3.00,1.00,2,0.59500,0.550533,0.900000,0.096404,539.00,3813.00,4352.00
265,9/22/2011,3.00,0.00,9.00,0.00,4.00,1.00,2,0.62833,0.554963,0.902083,0.128125,555.00,4240.00,4795.00
266,9/23/2011,4.00,0.00,9.00,0.00,5.00,1.00,2,0.60917,0.522125,0.972500,0.078367,258.00,2137.00,2395.00
267,9/24/2011,4.00,0.00,9.00,0.00,6.00,0.00,2,0.60667,0.564412,0.862500,0.078383,1776.00,3647.00,5423.00
268,9/25/2011,4.00,0.00,9.00,0.00,0.00,0.00,2,0.63417,0.572637,0.845000,0.050379,1544.00,3466.00,5010.00
269,9/26/2011,4.00,0.00,9.00,0.00,1.00,1.00,2,0.64917,0.589042,0.848333,0.110700,684.00,3946.00,4630.00
270,9/27/2011,4.00,0.00,9.00,0.00,2.00,1.00,2,0.63667,0.574525,0.885417,0.118171,477.00,3643.00,4120.00
271,9/28/2011,4.00,0.00,9.00,0.00,3.00,1.00,2,0.63500,0.575158,0.848750,0.148629,480.00,3427.00,3907.00
272,9/29/2011,4.00,0.00,9.00,0.00,4.00,1.00,1,0.61667,0.574512,0.699167,0.172883,653.00,4186.00,4839.00
273,9/30/2011,4.00,0.00,9.00,0.00,5.00,1.00,1,0.56417,0.544829,0.647500,0.206475,830.00,4372.00,5202.00
274,10/1/2011,4.00,0.00,10.00,0.00,6.00,0.00,2,0.41000,0.412863,0.753750,0.292296,480.00,1949.00,2429.00
275,10/2/2011,4.00,0.00,10.00,0.00,0.00,0.00,2,0.35667,0.345317,0.791667,0.222013,616.00,2302.00,2918.00
276,10/3/2011,4.00,0.00,10.00,0.00,1.00,1.00,2,0.38417,0.392046,0.760833,0.083346,330.00,3240.00,3570.00
277,10/4/2011,4.00,0.00,10.00,0.00,2.00,1.00,1,0.48417,0.472858,0.710000,0.205854,486.00,3970.00,4456.00
278,10/5/2011,4.00,0.00,10.00,0.00,3.00,1.00,1,0.53833,0.527138,0.647917,0.177250,559.00,4267.00,4826.00
279,10/6/2011,4.00,0.00,10.00,0.00,4.00,1.00,1,0.49417,0.480425,0.620833,0.134954,639.00,4126.00,4765.00
280,10/7/2011,4.00,0.00,10.00,0.00,5.00,1.00,1,0.51083,0.504404,0.684167,0.022392,949.00,4036.00,4985.00
281,10/8/2011,4.00,0.00,10.00,0.00,6.00,0.00,1,0.52167,0.513242,0.701250,0.045404,2235.00,3174.00,5409.00
282,10/9/2011,4.00,0.00,10.00,0.00,0.00,0.00,1,0.54083,0.523983,0.727500,0.063450,2397.00,3114.00,5511.00
283,10/10/2011,4.00,0.00,10.00,1.00,1.00,0.00,1,0.57083,0.542925,0.733750,0.042304,1514.00,3603.00,5117.00
284,10/11/2011,4.00,0.00,10.00,0.00,2.00,1.00,2,0.56667,0.546096,0.808750,0.143042,667.00,3896.00,4563.00
285,10/12/2011,4.00,0.00,10.00,0.00,3.00,1.00,3,0.54333,0.517717,0.906250,0.248150,217.00,2199.00,2416.00
286,10/13/2011,4.00,0.00,10.00,0.00,4.00,1.00,2,0.58917,0.551804,0.896667,0.141787,290.00,2623.00,2913.00
287,10/14/2011,4.00,0.00,10.00,0.00,5.00,1.00,2,0.55083,0.529675,0.716250,0.223883,529.00,3115.00,3644.00
288,10/15/2011,4.00,0.00,10.00,0.00,6.00,0.00,1,0.50667,0.498725,0.483333,0.258083,1899.00,3318.00,5217.00
289,10/16/2011,4.00,0.00,10.00,0.00,0.00,0.00,1,0.51167,0.503154,0.486667,0.281717,1748.00,3293.00,5041.00
290,10/17/2011,4.00,0.00,10.00,0.00,1.00,1.00,1,0.53417,0.510725,0.579583,0.175379,713.00,3857.00,4570.00
291,10/18/2011,4.00,0.00,10.00,0.00,2.00,1.00,2,0.53250,0.522721,0.701667,0.110087,637.00,4111.00,4748.00
292,10/19/2011,4.00,0.00,10.00,0.00,3.00,1.00,3,0.54174,0.513848,0.895217,0.243339,254.00,2170.00,2424.00
293,10/20/2011,4.00,0.00,10.00,0.00,4.00,1.00,1,0.47583,0.466525,0.636250,0.422275,471.00,3724.00,4195.00
294,10/21/2011,4.00,0.00,10.00,0.00,5.00,1.00,1,0.42750,0.423596,0.574167,0.221396,676.00,3628.00,4304.00
295,10/22/2011,4.00,0.00,10.00,0.00,6.00,0.00,1,0.42250,0.425492,0.629167,0.092667,1499.00,2809.00,4308.00
296,10/23/2011,4.00,0.00,10.00,0.00,0.00,0.00,1,0.42167,0.422333,0.741250,0.099513,1619.00,2762.00,4381.00
297,10/24/2011,4.00,0.00,10.00,0.00,1.00,1.00,1,0.46333,0.457067,0.772083,0.118792,699.00,3488.00,4187.00
298,10/25/2011,4.00,0.00,10.00,0.00,2.00,1.00,1,0.47167,0.463375,0.622917,0.166658,695.00,3992.00,4687.00
299,10/26/2011,4.00,0.00,10.00,0.00,3.00,1.00,2,0.48417,0.472846,0.720417,0.148642,404.00,3490.00,3894.00
300,10/27/2011,4.00,0.00,10.00,0.00,4.00,1.00,2,0.47000,0.457046,0.812917,0.197763,240.00,2419.00,2659.00
301,10/28/2011,4.00,0.00,10.00,0.00,5.00,1.00,2,0.33083,0.318812,0.585833,0.229479,456.00,3291.00,3747.00
302,10/29/2011,4.00,0.00,10.00,0.00,6.00,0.00,3,0.25417,0.227913,0.882500,0.351371,57.00,570.00,627.00
303,10/30/2011,4.00,0.00,10.00,0.00,0.00,0.00,1,0.31917,0.321329,0.623750,0.176617,885.00,2446.00,3331.00
304,10/31/2011,4.00,0.00,10.00,0.00,1.00,1.00,1,0.34000,0.356063,0.703333,0.106350,362.00,3307.00,3669.00
305,11/1/2011,4.00,0.00,11.00,0.00,2.00,1.00,1,0.40083,0.397088,0.683750,0.135571,410.00,3658.00,4068.00
306,11/2/2011,4.00,0.00,11.00,0.00,3.00,1.00,1,0.37750,0.390133,0.718750,0.082092,370.00,3816.00,4186.00
307,11/3/2011,4.00,0.00,11.00,0.00,4.00,1.00,1,0.40833,0.405921,0.702083,0.136817,318.00,3656.00,3974.00
308,11/4/2011,4.00,0.00,11.00,0.00,5.00,1.00,2,0.40333,0.403392,0.622500,0.271779,470.00,3576.00,4046.00
309,11/5/2011,4.00,0.00,11.00,0.00,6.00,0.00,1,0.32667,0.323854,0.519167,0.189062,1156.00,2770.00,3926.00
310,11/6/2011,4.00,0.00,11.00,0.00,0.00,0.00,1,0.34833,0.362358,0.734583,0.092054,952.00,2697.00,3649.00
311,11/7/2011,4.00,0.00,11.00,0.00,1.00,1.00,1,0.39500,0.400871,0.758750,0.057225,373.00,3662.00,4035.00
312,11/8/2011,4.00,0.00,11.00,0.00,2.00,1.00,1,0.40833,0.412246,0.721667,0.069038,376.00,3829.00,4205.00
313,11/9/2011,4.00,0.00,11.00,0.00,3.00,1.00,1,0.40000,0.409079,0.758333,0.062196,305.00,3804.00,4109.00
314,11/10/2011,4.00,0.00,11.00,0.00,4.00,1.00,2,0.38000,0.373721,0.813333,0.189067,190.00,2743.00,2933.00
315,11/11/2011,4.00,0.00,11.00,1.00,5.00,0.00,1,0.32417,0.306817,0.446250,0.314675,440.00,2928.00,3368.00
316,11/12/2011,4.00,0.00,11.00,0.00,6.00,0.00,1,0.35667,0.357942,0.552917,0.212062,1275.00,2792.00,4067.00
317,11/13/2011,4.00,0.00,11.00,0.00,0.00,0.00,1,0.44083,0.43055,0.458333,0.281721,1004.00,2713.00,3717.00
318,11/14/2011,4.00,0.00,11.00,0.00,1.00,1.00,1,0.53000,0.524612,0.587083,0.306596,595.00,3891.00,4486.00
319,11/15/2011,4.00,0.00,11.00,0.00,2.00,1.00,2,0.53000,0.507579,0.688750,0.199633,449.00,3746.00,4195.00
320,11/16/2011,4.00,0.00,11.00,0.00,3.00,1.00,3,0.45667,0.451988,0.930000,0.136829,145.00,1672.00,1817.00
321,11/17/2011,4.00,0.00,11.00,0.00,4.00,1.00,2,0.34167,0.323221,0.575833,0.305362,139.00,2914.00,3053.00
322,11/18/2011,4.00,0.00,11.00,0.00,5.00,1.00,1,0.27417,0.272721,0.410000,0.168533,245.00,3147.00,3392.00
323,11/19/2011,4.00,0.00,11.00,0.00,6.00,0.00,1,0.32917,0.324483,0.502083,0.224496,943.00,2720.00,3663.00
324,11/20/2011,4.00,0.00,11.00,0.00,0.00,0.00,2,0.46333,0.457058,0.684583,0.185950,787.00,2733.00,3520.00
325,11/21/2011,4.00,0.00,11.00,0.00,1.00,1.00,3,0.44750,0.445062,0.910000,0.138054,220.00,2545.00,2765.00
326,11/22/2011,4.00,0.00,11.00,0.00,2.00,1.00,3,0.41667,0.421696,0.962500,0.118792,69.00,1538.00,1607.00
327,11/23/2011,4.00,0.00,11.00,0.00,3.00,1.00,2,0.44083,0.430537,0.757917,0.335825,112.00,2454.00,2566.00
328,11/24/2011,4.00,0.00,11.00,1.00,4.00,0.00,1,0.37333,0.372471,0.549167,0.167304,560.00,935.00,1495.00
329,11/25/2011,4.00,0.00,11.00,0.00,5.00,1.00,1,0.37500,0.380671,0.643750,0.098896,1095.00,1697.00,2792.00
330,11/26/2011,4.00,0.00,11.00,0.00,6.00,0.00,1,0.37583,0.385087,0.681667,0.068421,1249.00,1819.00,3068.00
331,11/27/2011,4.00,0.00,11.00,0.00,0.00,0.00,1,0.45917,0.4558,0.698333,0.208954,810.00,2261.00,3071.00
332,11/28/2011,4.00,0.00,11.00,0.00,1.00,1.00,1,0.50348,0.490122,0.743043,0.142122,253.00,3614.00,3867.00
333,11/29/2011,4.00,0.00,11.00,0.00,2.00,1.00,2,0.45833,0.451375,0.830833,0.258092,96.00,2818.00,2914.00
334,11/30/2011,4.00,0.00,11.00,0.00,3.00,1.00,1,0.32500,0.311221,0.613333,0.271158,188.00,3425.00,3613.00
335,12/1/2011,4.00,0.00,12.00,0.00,4.00,1.00,1,0.31250,0.305554,0.524583,0.220158,182.00,3545.00,3727.00
336,12/2/2011,4.00,0.00,12.00,0.00,5.00,1.00,1,0.31417,0.331433,0.625833,0.100754,268.00,3672.00,3940.00
337,12/3/2011,4.00,0.00,12.00,0.00,6.00,0.00,1,0.29917,0.310604,0.612917,0.095783,706.00,2908.00,3614.00
338,12/4/2011,4.00,0.00,12.00,0.00,0.00,0.00,1,0.33083,0.3491,0.775833,0.083958,634.00,2851.00,3485.00
339,12/5/2011,4.00,0.00,12.00,0.00,1.00,1.00,2,0.38583,0.393925,0.827083,0.062208,233.00,3578.00,3811.00
340,12/6/2011,4.00,0.00,12.00,0.00,2.00,1.00,3,0.46250,0.4564,0.949583,0.232583,126.00,2468.00,2594.00
341,12/7/2011,4.00,0.00,12.00,0.00,3.00,1.00,3,0.41000,0.400246,0.970417,0.266175,50.00,655.00,705.00
342,12/8/2011,4.00,0.00,12.00,0.00,4.00,1.00,1,0.26583,0.256938,0.580000,0.240058,150.00,3172.00,3322.00
343,12/9/2011,4.00,0.00,12.00,0.00,5.00,1.00,1,0.29083,0.317542,0.695833,0.082717,261.00,3359.00,3620.00
344,12/10/2011,4.00,0.00,12.00,0.00,6.00,0.00,1,0.27500,0.266412,0.507500,0.233221,502.00,2688.00,3190.00
345,12/11/2011,4.00,0.00,12.00,0.00,0.00,0.00,1,0.22083,0.253154,0.490000,0.066542,377.00,2366.00,2743.00
346,12/12/2011,4.00,0.00,12.00,0.00,1.00,1.00,1,0.23833,0.270196,0.670833,0.063450,143.00,3167.00,3310.00
347,12/13/2011,4.00,0.00,12.00,0.00,2.00,1.00,1,0.28250,0.301138,0.590000,0.140550,155.00,3368.00,3523.00
348,12/14/2011,4.00,0.00,12.00,0.00,3.00,1.00,2,0.31750,0.338362,0.663750,0.060958,178.00,3562.00,3740.00
349,12/15/2011,4.00,0.00,12.00,0.00,4.00,1.00,2,0.42250,0.412237,0.634167,0.268042,181.00,3528.00,3709.00
350,12/16/2011,4.00,0.00,12.00,0.00,5.00,1.00,2,0.37500,0.359825,0.500417,0.260575,178.00,3399.00,3577.00
351,12/17/2011,4.00,0.00,12.00,0.00,6.00,0.00,2,0.25833,0.249371,0.560833,0.243167,275.00,2464.00,2739.00
352,12/18/2011,4.00,0.00,12.00,0.00,0.00,0.00,1,0.23833,0.245579,0.586250,0.169779,220.00,2211.00,2431.00
353,12/19/2011,4.00,0.00,12.00,0.00,1.00,1.00,1,0.27667,0.280933,0.637500,0.172896,260.00,3143.00,3403.00
354,12/20/2011,4.00,0.00,12.00,0.00,2.00,1.00,2,0.38583,0.396454,0.595417,0.061571,216.00,3534.00,3750.00
355,12/21/2011,1.00,0.00,12.00,0.00,3.00,1.00,2,0.42833,0.428017,0.858333,0.221400,107.00,2553.00,2660.00
356,12/22/2011,1.00,0.00,12.00,0.00,4.00,1.00,2,0.42333,0.426121,0.757500,0.047275,227.00,2841.00,3068.00
357,12/23/2011,1.00,0.00,12.00,0.00,5.00,1.00,1,0.37333,0.377513,0.686250,0.274246,163.00,2046.00,2209.00
358,12/24/2011,1.00,0.00,12.00,0.00,6.00,0.00,1,0.30250,0.299242,0.542500,0.190304,155.00,856.00,1011.00
359,12/25/2011,1.00,0.00,12.00,0.00,0.00,0.00,1,0.27478,0.279961,0.681304,0.155091,303.00,451.00,754.00
360,12/26/2011,1.00,0.00,12.00,1.00,1.00,0.00,1,0.32174,0.315535,0.506957,0.239465,430.00,887.00,1317.00
361,12/27/2011,1.00,0.00,12.00,0.00,2.00,1.00,2,0.32500,0.327633,0.762500,0.188450,103.00,1059.00,1162.00
362,12/28/2011,1.00,0.00,12.00,0.00,3.00,1.00,1,0.29913,0.279974,0.503913,0.293961,255.00,2047.00,2302.00
363,12/29/2011,1.00,0.00,12.00,0.00,4.00,1.00,1,0.24833,0.263892,0.574167,0.119412,254.00,2169.00,2423.00
364,12/30/2011,1.00,0.00,12.00,0.00,5.00,1.00,1,0.31167,0.318812,0.636667,0.134337,491.00,2508.00,2999.00
365,12/31/2011,1.00,0.00,12.00,0.00,6.00,0.00,1,0.41000,0.414121,0.615833,0.220154,665.00,1820.00,2485.00
